0.000611 0.000099 0.000115 0.000826 0 0 0 0 -90
0.000636 0.000102 0.000114 0.000852 0 0 0 0 -90
0.000640 0.000097 0.000115 0.000852 0 0 0 0 -90
0.000640 0.000099 0.000114 0.000853 0 0 0 0 -90
0.000637 0.000098 0.000114 0.000848 0 0 0 0 -90
0.000640 0.000096 0.000115 0.000852 0 0 0 0 -90
0.000638 0.000097 0.000117 0.000853 0 0 0 0 -90
0.000245 0.000103 0.000115 0.000463 0 0 0 0 -90
0.000639 0.000098 0.000115 0.000852 0 0 0 0 -90
0.000639 0.000097 0.000114 0.000851 0 0 0 0 -90
0.000638 0.000097 0.000116 0.000851 0 0 0 0 -90
0.000639 0.000098 0.000114 0.000851 0 0 0 0 -90
0.000649 0.000097 0.000114 0.000861 0 0 0 0 -90
0.000639 0.000097 0.000116 0.000852 0 0 0 0 -90
0.000639 0.000097 0.000114 0.000851 0 0 0 0 -90
0.000640 0.000096 0.000114 0.000850 0 0 0 0 -90
0.000640 0.000098 0.000115 0.000853 0 0 0 0 -90
0.000639 0.000098 0.000114 0.000850 0 0 0 0 -90
0.000639 0.000098 0.000115 0.000852 0 0 0 0 -90
0.000639 0.000096 0.000116 0.000851 0 0 0 0 -90
