0.000637 0.000099 0.000115 0.000850 0 0 0 0 -90
0.000638 0.000098 0.000114 0.000851 0 0 0 0 -90
0.000636 0.000097 0.000115 0.000847 0 0 0 0 -90
0.000647 0.000099 0.000115 0.000861 0 0 0 0 -90
0.000636 0.000097 0.000114 0.000847 0 0 0 0 -90
0.000640 0.000125 0.000117 0.000882 0 0 0 0 -90
0.000636 0.000097 0.000115 0.000848 0 0 0 0 -90
0.000637 0.000097 0.000114 0.000848 0 0 0 0 -90
0.000636 0.000097 0.000089 0.000822 0 0 0 0 -90
0.000637 0.000097 0.000115 0.000849 0 0 0 0 -90
0.000639 0.000098 0.000115 0.000852 0 0 0 0 -90
0.000636 0.000097 0.000114 0.000847 0 0 0 0 -90
0.000637 0.000097 0.000113 0.000847 0 0 0 0 -90
0.000636 0.000097 0.000115 0.000848 0 0 0 0 -90
0.000639 0.000125 0.000114 0.000878 0 0 0 0 -90
0.000640 0.000096 0.000096 0.000833 0 0 0 0 -90
0.000640 0.000098 0.000114 0.000851 0 0 0 0 -90
0.000639 0.000098 0.000114 0.000851 0 0 0 0 -90
0.000637 0.000099 0.000117 0.000853 0 0 0 0 -90
0.000639 0.000096 0.000115 0.000851 0 0 0 0 -90
