0.000640 0.000097 0.000115 0.000851 0 0 0 0 -90
0.000640 0.000098 0.000114 0.000852 0 0 0 0 -90
0.000572 0.000102 0.000117 0.000791 0 0 0 0 -90
0.000640 0.000098 0.000126 0.000865 0 0 0 0 -90
0.000648 0.000129 0.000117 0.000894 0 0 0 0 -90
0.000640 0.000098 0.000113 0.000851 0 0 0 0 -90
0.000641 0.000095 0.000115 0.000851 0 0 0 0 -90
0.000636 0.000096 0.000115 0.000847 0 0 0 0 -90
0.000637 0.000097 0.000116 0.000850 0 0 0 0 -90
0.000640 0.000099 0.000116 0.000854 0 0 0 0 -90
0.000640 0.000100 0.000114 0.000854 0 0 0 0 -90
0.000639 0.000098 0.000114 0.000852 0 0 0 0 -90
0.000638 0.000097 0.000114 0.000849 0 0 0 0 -90
0.000637 0.000096 0.000114 0.000847 0 0 0 0 -90
0.000649 0.000126 0.000115 0.000890 0 0 0 0 -90
0.000640 0.000095 0.000116 0.000851 0 0 0 0 -90
0.000649 0.000098 0.000114 0.000861 0 0 0 0 -90
0.000640 0.000098 0.000115 0.000853 0 0 0 0 -90
0.000640 0.000097 0.000126 0.000863 0 0 0 0 -90
0.000639 0.000143 0.000115 0.000896 0 0 0 0 -90
