0.000639 0.000098 0.000114 0.000851 0 0 0 0 -90
0.000640 0.000097 0.000114 0.000851 0 0 0 0 -90
0.000648 0.000104 0.000113 0.000865 0 0 0 0 -90
0.000594 0.000101 0.000117 0.000812 0 0 0 0 -90
0.000639 0.000097 0.000114 0.000850 0 0 0 0 -90
0.000648 0.000099 0.000115 0.000862 0 0 0 0 -90
0.000640 0.000098 0.000113 0.000852 0 0 0 0 -90
0.000639 0.000098 0.000115 0.000851 0 0 0 0 -90
0.000639 0.000098 0.000113 0.000851 0 0 0 0 -90
0.000637 0.000098 0.000115 0.000850 0 0 0 0 -90
0.000636 0.000097 0.000114 0.000847 0 0 0 0 -90
0.000639 0.000097 0.000114 0.000850 0 0 0 0 -90
0.000641 0.000097 0.000114 0.000851 0 0 0 0 -90
0.000635 0.000098 0.000115 0.000848 0 0 0 0 -90
0.000637 0.000097 0.000115 0.000849 0 0 0 0 -90
0.000646 0.000099 0.000115 0.000859 0 0 0 0 -90
0.000637 0.000097 0.000115 0.000849 0 0 0 0 -90
0.000640 0.000128 0.000113 0.000880 0 0 0 0 -90
0.000637 0.000097 0.000114 0.000848 0 0 0 0 -90
0.000640 0.000097 0.000115 0.000852 0 0 0 0 -90
