0.000639 0.000099 0.000114 0.000853 0 0 0 0 -90
0.000637 0.000097 0.000115 0.000849 0 0 0 0 -90
0.000638 0.000097 0.000114 0.000848 0 0 0 0 -90
0.000639 0.000096 0.000116 0.000851 0 0 0 0 -90
0.000640 0.000097 0.000117 0.000854 0 0 0 0 -90
0.000640 0.000097 0.000114 0.000851 0 0 0 0 -90
0.000636 0.000097 0.000114 0.000847 0 0 0 0 -90
0.000637 0.000098 0.000116 0.000850 0 0 0 0 -90
0.000623 0.000098 0.000114 0.000835 0 0 0 0 -90
0.000637 0.000097 0.000115 0.000850 0 0 0 0 -90
0.000640 0.000099 0.000114 0.000852 0 0 0 0 -90
0.000640 0.000097 0.000115 0.000852 0 0 0 0 -90
0.000640 0.000097 0.000117 0.000855 0 0 0 0 -90
0.000638 0.000097 0.000114 0.000849 0 0 0 0 -90
0.000640 0.000098 0.000115 0.000853 0 0 0 0 -90
0.000640 0.000097 0.000116 0.000854 0 0 0 0 -90
0.000577 0.000100 0.000113 0.000790 0 0 0 0 -90
0.000646 0.000096 0.000115 0.000857 0 0 0 0 -90
0.000508 0.000111 0.000114 0.000733 0 0 0 0 -90
0.000637 0.000097 0.000116 0.000851 0 0 0 0 -90
